,F1014anonym,label_Abhängigkeit von der Bank,label_Aufwändige Beantragung,label_Enthaltung,label_Erreichbarkeit des Angebots (Serverausfall),label_Fördermittel (zu schnell) aufgebraucht,label_Höhe des Zuschusses nicht ausreichend,label_Kosten für Energieberater,label_Kosten-/Nutzenverhältnis,label_Lange Bearbeitungsdauer,label_Nichts,label_Sondertilgungen nicht möglich,label_Sonstiges,label_Unklare Entscheidungsverfahren,label_Zinsen,label_Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,label_kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),label_unflexible Bedingungen
11353,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11354,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11355,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11356,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11357,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11358,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11359,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11361,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11362,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11363,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11364,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11365,Nichts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11366,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11367,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11368,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11369,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11370,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11372,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11373,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11374,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11375,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11376,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11377,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11378,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11379,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11381,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11382,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11383,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11384,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11385,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11386,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11387,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11388,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11389,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11390,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11391,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11392,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11393,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11394,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11395,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11396,keine,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11397,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11399,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11400,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11401,Ichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11402,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11403,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11404,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11405,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11406,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11407,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11408,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11409,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11410,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11411,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11412,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11413,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11414,Keine Einwände,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11415,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11418,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11419,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11420,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11421,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11422,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11423,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11424,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11425,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11426,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11428,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11429,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11430,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11431,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11432,Keine,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11433,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11434,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11435,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11436,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11437,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11438,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11440,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11441,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11442,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11443,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11444,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11445,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11447,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11448,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11449,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,aufwendig,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11451,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11452,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11453,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11454,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11455,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11456,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11457,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11458,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11459,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11460,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11461,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11462,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11463,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11464,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11465,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11466,Widersprüchliche Aussagen der Energieberater,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11467,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11943,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11944,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11945,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11946,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11947,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11948,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11950,U,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11951,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11952,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11953,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11954,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11957,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11958,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11959,Die Dauer der Zinsbindung,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11960,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11961,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11964,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11965,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11966,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11967,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11968,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11969,Längere Bearbeitungsdauer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11970,Nur 10 Jahre Zinsbindung,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11971,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11972,"Aktuell sind die Konditionen gut, kann sich aber wieder ändern, dann ist KfW unattraktiv fehlende Möglichkeiten der Sonderzahlung",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11973,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11974,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11975,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11976,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11977,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11978,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11979,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11981,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11982,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11983,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11984,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11985,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11986,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11987,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11988,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11989,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11990,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11991,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11992,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11993,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11994,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11995,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11996,Zusammenarbeit mit und Empfehlung durch Geschäftsbanken verbesserungswürdig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11997,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11998,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11999,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12002,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12003,Manche Produkte sind günstiger bzw flexibler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12004,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12006,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12007,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12008,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12009,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12010,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12011,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12012,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12013,"Nur sinnvoll wenn man viel finanziellen und zeitlichen Puffer hat, was nach einem Hauskauf selten der Fall ist",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12014,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12015,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12016,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12017,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12018,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12020,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12021,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12022,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12023,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12024,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12025,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12026,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12027,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12028,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12030,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12032,Nichts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12033,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12034,Nichts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,Etwas kompliziert ohne Energieberater zu verstehen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12036,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12038,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12041,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12042,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12043,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12044,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12046,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12047,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12048,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,KfW kann weiterempfohlen werden,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12050,Nichts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12051,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12052,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12053,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12054,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12056,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12058,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12059,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12060,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12062,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12064,Nichts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12065,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12066,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12068,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12069,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12070,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12072,Zu viel Eigenkapital,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12073,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12074,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12075,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12076,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12077,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12078,Nichts,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12079,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12080,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081,Nichts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12082,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12083,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12084,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12085,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12087,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12088,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12089,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12090,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12092,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12093,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12094,Nichts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12095,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12096,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12097,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12098,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12099,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12101,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12102,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12103,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12104,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12105,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12106,Komplexe Bedingungen für den Bau,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12107,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12108,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12109,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12110,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12111,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12112,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12113,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12115,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12116,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12117,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12118,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12119,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12120,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12121,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12122,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12123,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12124,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12125,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12126,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12127,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12128,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12129,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12130,Nichts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12131,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12132,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12133,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12134,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12135,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12136,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12137,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12138,Die zum Teil absurden Forderungen wie zum Beispiel seitliche Bedienung des Wc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12139,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12140,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12141,"Die Beantragung eines Kredits bedarf einer Unmenge von Formalien, die dem Kreditvermittler eine Unmenge von Arbeit machen - wie schon vorher erwähnt, ein bürokratisches Monster, egal um welche Kredithöhe es sich handelt - muß das so sein?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12142,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12143,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18846,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18847,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18848,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18849,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18850,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18851,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18852,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18853,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
